studentRegNo,courseCode,grade
S10935,BIO108,C
S10701,CHEM289,A
S13824,BIO476,F
S12481,SOC396,A
S13326,CYB294,A
S10973,SOC319,C
S10938,CS144,B
S13004,CHEM422,B
S13577,STAT145,A
S12330,BIO108,C
S13608,CS439,C
S10368,ECE121,A
S12554,SOC271,C
S10277,SOC585,C
S14810,CS170,A
S13912,STAT111,B
S14675,ECON418,C
S13149,PHY258,C
S12521,CE419,A
S13580,STAT432,B
S14146,POLI584,A
S11845,PHY503,C
S11729,SOC387,A
S12399,ECE349,A
S11349,STAT255,B
S14177,PHY569,C
S13969,CHEM119,B
S11809,CE220,B
S12431,STAT546,C
S11507,HIST233,B
S13333,SOC305,C
S14976,CS118,C
S10285,HIST233,B
S14847,ME564,F
S14495,BIO109,B
S14506,CE544,C
S13417,CYB353,C
S12590,PHY153,B
S14713,SOC292,A
S13584,CS126,C
S14112,ECON583,B
S10602,ME354,D
S14833,POLI356,F
S13260,ECON596,B
S14368,POLI566,C
S11825,BIO557,A
S14469,DS250,B
S10889,POLI447,A
S10785,DS286,A
S13121,SOC229,B
S13349,ENG297,F
S13028,CS324,A
S11268,DS543,B
S13454,CHEM155,A
S13296,BIO403,B
S13233,PHIL188,C
S11325,DS502,C
S14784,POLI281,F
S14787,ENG582,B
S12294,DS286,A
S10490,ECON423,C
S14141,BIO415,C
S10980,CHEM338,F
S11806,STAT145,C
S14063,STAT148,F
S10301,BIO557,B
S13134,MATH580,F
S10675,BIO235,D
S12068,BIO329,A
S13419,CYB270,A
S12170,MATH234,C
S13030,ECE194,B
S12325,PHY595,B
S14097,STAT478,C
S14911,POLI562,C
S14882,CYB246,C
S13023,DS231,A
S14696,BIO508,D
S11795,ECE577,C
S13792,SOC385,A
S14873,CE359,B
S13510,PHIL169,A
S11551,PHY515,B
S11575,SOC327,A
S13212,CHEM576,B
S11349,PSY259,D
S13893,DS443,B
S13980,BIO244,C
S10991,PSY259,B
S12213,ME101,C
S13566,CE455,A
S12886,ECE197,B
S12666,ME280,B
S10707,SOC385,A
S13524,ENG468,A
S10723,ECE206,B
S11006,SOC541,C
S12823,CE137,D
S14715,CE441,B
S11085,CS545,F
S12965,DS495,A
S13942,POLI273,A
S13292,POLI562,B
S10505,CYB361,F
S14305,CHEM572,A
S10108,CS324,A
S10588,CS177,B
S11683,POLI257,A
S11510,CE436,C
S14003,PHY371,F
S12033,CS177,B
S11297,ECE331,A
S11266,HIST549,B
S13676,CS328,F
S13518,CS324,B
S12750,POLI566,B
S14167,ECON540,A
S12399,ECON490,B
S13656,POLI427,C
S12410,SOC398,C
S14711,POLI248,B
S11588,PHY503,A
S13416,CYB350,B
S14054,ENG180,F
S13303,PHY309,B
S14944,BIO593,D
S12706,BIO217,B
S13462,CYB559,B
S14107,CHEM207,C
S10260,ECE197,A
S11011,STAT561,C
S11690,PSY547,A
S13687,CYB405,A
S11993,BIO254,A
S11698,ECON383,C
S11815,MATH196,A
S12612,PHIL507,F
S10785,ECON362,A
S13260,ENG306,B
S10092,ENG180,A
S11107,ECE375,A
S10976,STAT546,C
S14102,ECON370,D
S12993,ENG588,A
S10903,POLI281,B
S11974,CS388,B
S10772,SOC284,B
S12130,ME514,A
S12601,SOC396,D
S10176,ECON444,B
S13492,ENG106,B
S11502,CE220,C
S12893,HIST130,B
S10310,DS586,A
S11430,ME514,A
S14050,CHEM382,C
S11079,HIST174,F
S12759,PHY153,C
S14507,ECE456,A
S13491,CE592,C
S12004,CE272,A
S13406,POLI164,A
S14336,POLI248,A
S12646,DS543,B
S14767,ME354,F
S10144,CE302,A
S14288,DS132,A
S13912,CYB428,B
S13462,PHY371,B
S13065,DS125,F
S11756,ENG314,C
S13205,SOC385,F
S11343,DS158,B
S13625,ENG588,A
S11605,ENG127,B
S13714,ENG142,F
S11619,SOC396,A
S10082,CYB408,D
S11270,ENG113,F
S12795,ECE532,C
S13204,STAT190,B
S10324,PSY346,A
S11452,PHY433,F
S14034,CYB246,B
S12673,BIO557,C
S14287,STAT466,B
S14338,BIO415,A
S11892,PHY186,B
S14365,STAT160,D
S11426,MATH178,C
S11697,PHIL188,A
S13715,DS443,C
S12686,DS231,A
S12430,BIO403,C
S12038,ME381,C
S12422,CYB350,C
S13013,PHIL249,A
S10698,CE359,B
S12550,SOC284,C
S13723,ENG379,A
S13895,POLI516,C
S14702,PHIL188,C
S12208,ECON485,B
S13275,BIO310,F
S14286,ENG223,B
S12870,SOC284,F
S12994,BIO431,A
S12754,CE378,A
S14037,SOC284,A
S14094,CYB482,B
S10256,BIO415,C
S11542,SOC159,B
S11186,STAT148,C
S10637,ECE506,A
S12970,DS400,C
S10019,BIO244,A
S11937,CYB156,D
S13070,ECON444,B
S13444,BIO235,A
S10399,ENG142,B
S10253,ECE146,D
S11637,BIO571,F
S12677,PHIL195,A
S13561,MATH185,F
S13139,ENG127,C
S11696,SOC139,F
S12263,CE166,C
S13265,CHEM528,F
S11893,SOC159,B
S12398,CS126,F
S11279,ECE197,A
S10522,HIST343,A
S13677,ECE161,C
S14768,HIST251,B
S12048,SOC123,B
S10902,STAT409,C
S14691,CHEM285,A
S10602,PHIL406,D
S10095,CHEM102,D
S12725,CYB311,C
S11906,PHIL426,B
S13417,BIO215,B
S13023,CS144,B
S13540,CHEM222,B
S12160,CYB156,A
S10230,HIST176,C
S14319,PHY501,C
S13923,DS150,A
S13393,BIO267,C
S12415,CS397,A
S11583,MATH287,D
S13606,SOC327,B
S12465,SOC396,A
S13856,ECE143,B
S11569,CS177,A
S14063,MATH542,C
S14040,CE455,C
S12849,STAT183,B
S10999,CHEM261,B
S14281,CE419,C
S14293,DS404,D
S10944,SOC305,D
S14537,SOC541,A
S13910,CHEM597,A
S10928,DS147,A
S11331,ECE470,B
S11287,PHIL249,C
S14102,PSY259,F
S12501,ECE594,B
S11776,PSY138,F
S11670,SOC327,A
S13849,PHY558,D
S12160,DS147,C
S10004,MATH449,B
S14891,CHEM264,B
S12600,ENG435,A
S12882,HIST343,C
S10040,ECE198,B
S11001,STAT432,F
S10743,ECE577,B
S10731,CE336,A
S10854,PHIL205,C
S10301,DS158,A
S11029,ECE331,A
S11815,SOC538,A
S14279,ECON423,D
S10719,CE332,A
S12002,BIO593,B
S14809,CYB294,B
S13456,SOC232,A
S10521,PSY391,A
S12598,POLI248,D
S13267,ECE470,A
S13585,ECON383,D
S11216,CYB536,B
S11007,ECON315,D
S11685,CHEM238,C
S11413,STAT255,F
S10571,CHEM528,A
S13875,BIO262,D
S13242,ENG582,B
S12250,CS565,C
S11194,POLI164,A
S10511,SOC429,B
S12407,POLI164,C
S10649,ECE316,F
S12143,ME304,A
S14247,CHEM513,F
S14895,ME514,B
S12768,CHEM414,A
S12286,CS570,C
S13202,PSY263,A
S14057,CYB246,B
S12660,MATH196,C
S11913,DS150,F
S12214,CS397,C
S10078,HIST320,A
S12650,SOC430,D
S10847,ECE149,C
S11746,HIST343,F
S10853,CHEM576,A
S12380,CYB428,B
S11983,ECON423,A
S10097,POLI584,B
S14903,HIST534,C
S13961,CS374,B
S12631,ECE331,C
S10438,SOC157,C
S14316,CHEM216,F
S12246,CS154,C
S12643,DS424,D
S12279,POLI427,B
S12510,CHEM528,B
S11950,HIST236,C
S13040,ENG435,D
S14986,ECON340,A
S14939,CHEM344,A
S13494,PSY357,C
S11279,CHEM528,F
S11977,SOC139,C
S13962,BIO508,D
S10399,DS230,F
S14616,STAT209,B
S10676,POLI566,C
S14246,BIO267,C
S14563,BIO393,C
S12200,SOC429,A
S12936,PHY186,C
S12683,ECE470,C
S12902,HIST116,C
S13957,BIO571,C
S14113,PHIL134,B
S13661,CYB473,A
S13262,POLI358,A
S11683,SOC479,D
S14961,CHEM425,D
S12359,SOC139,B
S10777,ECE146,C
S12206,CS118,D
S13123,STAT190,C
S14200,SOC430,D
S10212,CYB361,F
S10441,STAT301,B
S11649,STAT145,C
S11229,ECON591,C
S14772,CYB270,C
S14541,HIST176,C
S11312,CHEM207,A
S10666,ECE194,B
S13981,BIO355,A
S10018,DS522,C
S11754,PHY365,D
S13513,PSY163,B
S13772,BIO458,A
S12139,DS147,A
S11429,ME354,C
S14051,MATH196,A
S12584,PHY433,B
S14014,SOC541,B
S10829,DS446,D
S11237,ENG106,C
S11516,POLI117,B
S11953,PHY558,B
S10916,CHEM289,C
S13730,ECE133,C
S12355,ME173,B
S12697,STAT390,A
S12703,BIO215,F
S10017,MATH542,C
S12983,PHIL283,C
S14484,DS351,B
S14971,ECE214,B
S11492,CYB350,A
S14792,ECON278,B
S11822,ECE366,C
S10815,ECE316,F
S10585,ME165,C
S10696,CHEM222,B
S10835,BIO437,D
S10603,CHEM222,C
S10415,CS154,A
S12688,MATH196,B
S10363,MATH191,D
S13317,CS598,C
S14303,ME526,C
S12362,CHEM464,C
S10848,CS187,A
S11033,ME192,A
S11393,ME564,A
S13965,DS502,A
S12635,POLI553,C
S13887,HIST130,F
S14714,STAT255,A
S10858,CS227,B
S14315,BIO599,B
S13601,ECE590,B
S13929,CE416,A
S11844,DS586,F
S13475,ME517,F
S14537,PHIL195,A
S10443,STAT364,A
S14882,CHEM207,B
S13050,CS154,C
S10610,DS573,B
S14451,BIO254,B
S14903,CE378,C
S12018,SOC376,A
S13639,PHIL426,B
S13585,SOC554,C
S11894,CE378,A
S11829,ECE506,A
S10501,DS443,B
S12183,CE302,A
S13000,CS260,B
S13601,SOC538,B
S10124,ECE107,B
S11905,CS570,B
S14159,PHY365,A
S11674,PHY569,B
S10828,CE441,A
S14187,CHEM114,C
S11467,CYB389,C
S11903,STAT364,F
S10474,PHIL512,F
S14382,PHY243,B
S14846,BIO599,C
S11359,CE592,B
S13983,BIO476,B
S13805,PSY135,F
S13491,CYB494,B
S12630,BIO552,D
S11923,PHY210,C
S13655,DS495,A
S13366,BIO313,C
S14042,PHY131,C
S13289,STAT209,C
S11908,ECE146,A
S10565,PSY467,B
S10764,PHY153,F
S14835,CYB270,B
S11804,ENG113,C
S14014,PHIL205,C
S11559,DS230,C
S11887,ECE349,B
S10632,CHEM597,B
S11760,ENG348,C
S11730,CHEM114,B
S14411,CS397,A
S10416,PHY558,A
S13039,STAT364,A
S13906,ME173,D
S13204,STAT193,D
S13676,CS598,C
S11040,ENG252,B
S12211,ECE577,B
S11207,SOC284,D
S12631,PHY131,C
S12690,MATH527,A
S14963,ECON112,B
S11792,CE296,D
S13613,CE419,C
S11059,ECON112,D
S11301,ME564,D
S10280,ECON418,B
S14495,POLI516,C
S14958,STAT111,D
S12570,ECE456,F
S12628,MATH105,F
S14400,DS150,C
S13394,SOC376,D
S12154,PHIL242,B
S12675,SOC587,C
S14412,POLI499,A
S13663,MATH234,B
S11519,POLI117,F
S12132,CE128,F
S12961,POLI562,A
S13030,CHEM572,C
S12669,ENG314,B
S12298,ENG104,C
S11427,SOC124,A
S13224,SOC430,B
S12588,SOC407,C
S11988,CS118,F
S10196,PSY136,A
S12109,MATH542,C
S12483,PSY547,A
S14414,CS126,B
S13921,BIO109,C
S12087,PHY501,C
S13550,PHIL283,B
S12108,CHEM102,F
S10111,PSY120,D
S10306,STAT111,B
S13377,DS230,D
S12063,CE419,B
S14328,CE505,A
S14386,ME514,B
S11395,SOC284,B
S12310,PHY558,C
S14956,PSY172,D
S13246,ME317,A
S13633,ECE316,A
S11576,PHY371,A
S13854,CYB408,B
S10648,STAT145,F
S10918,CS187,C
S10874,CE505,D
S12890,STAT190,C
S13054,HIST130,C
S10962,ENG288,C
S14928,STAT111,B
S10891,POLI273,F
S13597,CE544,D
S10578,BIO497,B
S10582,ECON423,B
S12248,PSY346,F
S13966,SOC538,C
S13172,HIST549,A
S10831,CHEM420,A
S11873,BIO497,D
S12027,ME162,C
S13293,HIST341,A
S12967,POLI257,F
S10816,CYB311,B
S13110,BIO403,B
S12993,HIST489,F
S14137,MATH410,F
S11474,CYB228,C
S10688,ENG582,C
S11867,ECE194,B
S10551,DS543,A
S11983,MATH542,B
S11040,DS239,F
S12285,ECE492,B
S14879,MATH518,C
S14737,ECE334,C
S12659,MATH394,A
S12180,PHY568,D
S14343,CS565,F
S12504,CYB110,D
S14705,ME438,B
S12783,ENG535,C
S14459,DS230,D
S11922,CHEM551,F
S14751,CS179,C
S12369,ME386,C
S14121,CYB353,C
S13904,DS484,A
S13254,CE441,C
S13910,ENG314,D
S14687,ECON340,F
S13709,PHY371,A
S12033,POLI240,D
S12872,SOC157,C
S14407,CE332,A
S11038,PHY533,B
S13656,CS256,B
S13749,CE321,B
S13279,ECON485,A
S10668,CS401,A
S11554,BIO557,B
S12073,POLI164,B
S11725,SOC157,B
S14746,ME354,D
S10126,PHY371,C
S13444,ECON485,D
S12609,MATH394,A
S13070,PHY533,C
S11741,PHIL507,D
S14843,PHY433,C
S13405,ENG348,A
S12482,SOC538,B
S13648,CHEM344,F
S10909,DS239,A
S13688,PHY533,D
S10453,PHIL169,F
S10149,ECE456,A
S13018,CE592,B
S12311,CS118,C
S14409,CHEM264,B
S12652,POLI167,B
S11773,DS351,B
S12188,PHY578,C
S12204,CHEM282,B
S12759,ENG463,C
S13878,PHY299,F
S13358,CHEM207,A
S12771,BIO453,B
S11505,ME101,C
S12735,ENG113,F
S12797,SOC587,A
S10080,MATH451,B
S13853,ECE575,C
S11071,ECON370,C
S11170,HIST343,B
S12678,ECON444,B
S14557,ME354,A
S14549,CS397,F
S11290,BIO476,D
S13492,MATH518,B
S11923,PHY309,F
S14998,SOC376,A
S11535,PHY498,B
S12508,BIO235,B
S14915,CE592,D
S12338,STAT200,C
S10378,CE128,F
S14941,HIST525,B
S10840,CE321,B
S13917,CYB353,D
S13825,CS448,B
S11143,PHIL242,B
S13441,ECE247,C
S10529,DS400,A
S11581,ECON583,C
S14767,CYB270,A
S13856,ECON511,A
S14975,STAT190,B
S10811,SOC298,C
S12856,CE318,C
S14343,PHY131,B
S14174,PSY172,A
S13917,BIO442,A
S14291,DS132,A
S12522,DS522,C
S10150,PSY172,A
S13934,STAT253,A
S13540,BIO393,D
S11438,STAT488,C
S12305,DS150,C
S10739,ECE456,B
S14728,POLI427,B
S10965,STAT160,C
S11429,BIO393,D
S13444,STAT561,B
S12025,PHIL134,F
S14443,CS179,C
S14911,CE563,A
S13560,PHY568,B
S12858,ECE149,F
S11188,CHEM114,D
S11888,CS388,D
S10487,ENG288,C
S13152,CE321,C
S14748,SOC229,A
S14701,SOC585,F
S11547,SOC385,C
S13945,CHEM282,D
S12351,POLI553,A
S14103,STAT253,B
S13883,ENG468,B
S12510,BIO421,B
S12658,ENG127,C
S10079,ME517,F
S11468,PSY547,B
S11119,MATH450,C
S13718,MATH394,A
S10611,SOC305,A
S10381,SOC585,D
S12887,ENG201,A
S13633,CE416,C
S12276,SOC541,D
S12500,CS445,C
S14186,ECON225,C
S11176,CE302,F
S13779,ECON490,C
S14826,POLI553,A
S14179,MATH550,C
S14664,ME526,B
S14870,STAT140,D
S14313,PHY595,B
S11357,CE359,B
S12106,ME354,C
S13142,CS570,C
S10426,DS250,A
S13108,ENG460,D
S11354,CYB405,B
S13120,CS260,A
S12307,DS151,C
S13981,STAT212,A
S14208,DS125,A
S12340,CYB110,B
S10065,PSY335,D
S14643,PSY135,A
S12292,CS227,C
S12035,BIO333,A
S11474,ECE316,B
S14334,CHEM572,A
S13241,ENG213,D
S12603,ME115,A
S11716,CHEM289,A
S10516,ME438,A
S10932,ENG468,B
S12475,CHEM289,B
S11845,ENG588,D
S11793,CHEM344,A
S10379,ECE470,C
S10537,CYB440,C
S12254,STAT390,A
S13694,SOC284,B
S10227,BIO510,B
S11910,STAT103,A
S10849,STAT461,F
S13647,STAT209,B
S11933,ME526,C
S10362,ENG142,D
S10046,DS150,C
S12370,CYB389,A
S11281,SOC139,D
S14518,BIO415,D
S11304,DS586,C
S12138,ECE107,F
S13407,SOC139,A
S13123,SOC271,B
S14862,CE318,F
S10434,CS187,F
S12564,PHY537,A
S12218,CS227,B
S10339,MATH527,B
S13858,ENG142,A
S14563,CHEM464,D
S10266,ECE589,B
S10430,ENG142,D
S11985,CHEM572,A
S10921,CHEM392,F
S13329,ENG129,D
S11237,PSY346,B
S11560,DS509,D
S12244,PHIL507,F
S14050,ENG348,C
S13417,DS125,D
S12102,ECON567,B
S12722,SOC292,A
S13868,MATH279,A
S12239,PHY186,A
S13282,MATH542,B
S10466,SOC298,C
S12158,CS439,C
S14097,HIST312,C
S14030,CE272,D
S10867,STAT478,B
S14084,BIO497,B
S10948,STAT253,C
S10795,POLI295,A
S14557,CYB110,F
S14649,BIO355,C
S12705,POLI281,F
S10344,SOC385,A
S14029,CE477,B
S12671,SOC554,A
S12218,MATH475,B
S12449,CE563,F
S11125,CE419,F
S12134,ECE492,A
S13312,ME352,C
S10153,PHY371,B
S12838,HIST534,A
S12690,PHIL519,A
S13590,BIO442,B
S13400,CYB494,D
S13364,CYB361,B
S13639,PHY122,B
S12087,DS132,B
S14615,CYB440,B
S12415,HIST176,D
S10045,SOC327,F
S14415,STAT140,B
S10086,PHY122,B
S10637,STAT561,B
S13489,SOC284,C
S11262,DS443,F
S14882,PHY483,C
S13829,CYB300,B
S10858,MATH449,A
S12060,ME162,D
S10684,PHIL265,A
S14049,CE321,A
S13745,ECON278,C
S10908,ENG463,C
S10048,CHEM102,D
S13876,ECON383,B
S14152,CHEM245,F
S12970,BIO333,B
S14337,CHEM420,B
S13958,PSY346,C
S13550,SOC319,B
S10756,STAT409,C
S11448,ECON383,C
S12452,DS400,D
S12121,PHIL205,A
S14848,PHIL507,A
S12968,PHY181,B
S11447,PSY481,B
S13975,BIO373,A
S13463,ENG588,D
S12296,PHY501,C
S14291,POLI447,C
S11397,MATH451,C
S12828,BIO403,C
S12192,CHEM513,B
S13811,BIO421,D
S13203,HIST402,C
S14369,ECON540,B
S10742,STAT190,C
S11353,ENG275,C
S11057,PHY131,B
S13399,ECE149,C
S14582,SOC376,A
S12930,DS351,D
S10315,CE505,A
S13304,PSY547,C
S10387,BIO476,C
S11973,ECE334,A
S13044,ECON574,B
S12881,POLI553,D
S10865,BIO262,A
S13589,PHY560,B
S10629,ECE323,C
S11242,BIO393,B
S12844,PHY377,D
S11579,ENG297,D
S10445,POLI167,C
S11994,SOC541,B
S13999,MATH196,F
S10496,CE416,A
S12672,PSY547,B
S10376,PHIL512,B
S10160,SOC298,C
S10150,PHIL413,B
S13793,PHIL519,A
S14578,ME354,F
S14389,PHY568,A
S12355,BIO556,A
S10458,CS126,C
S13580,PHY299,B
S12399,HIST363,B
S11973,CYB536,C
S14616,POLI218,F
S10047,POLI241,B
S11844,PSY459,D
S13392,CYB100,C
S14990,ECE456,D
S14067,SOC554,A
S12260,CYB389,D
S12006,ECON340,B
S10043,CHEM245,B
S10417,CHEM425,D
S12579,CYB482,C
S11987,ENG129,B
S10120,POLI164,B
S14339,PSY395,A
S13731,ME317,B
S10930,MATH196,A
S10391,CHEM264,F
S10409,CYB559,D
S14468,ECON574,F
S14021,PHY268,B
S11718,POLI562,B
S10001,PHY377,B
S13970,POLI257,A
S11310,CYB361,A
S12666,PHY501,A
S11341,DS276,B
S11505,ENG106,B
S11147,CE592,B
S10597,PSY263,D
S10459,SOC159,A
S11286,SOC229,B
S10752,BIO510,B
S14179,SOC342,C
S12830,ENG106,C
S11000,ECE206,F
S10986,HIST549,B
S12189,CS144,B
S12939,PHY483,A
S12371,CS152,A
S10026,ME352,B
S10341,POLI240,C
S13061,PHIL134,B
S14755,STAT409,F
S11743,PHY210,D
S11261,SOC342,B
S11191,PHY501,C
S14601,CHEM392,D
S14783,BIO235,B
S14185,CHEM338,D
S11663,ECE121,C
S11235,CS445,B
S11668,CYB408,A
S10419,MATH287,B
S13370,PHY515,A
S10663,HIST176,B
S11008,SOC204,B
S14995,ECE532,B
S10709,CS170,C
S14384,POLI516,A
S11817,BIO557,B
S14739,ECE247,D
S13528,ENG252,A
S13502,MATH279,C
S11597,ECE143,C
S12581,POLI454,F
S12293,ME290,F
S14521,HIST489,A
S10259,CHEM486,B
S12618,CHEM155,F
S13125,PSY459,A
S13667,CE416,C
S13923,HIST549,B
S11869,CHEM222,F
S10379,ME165,A
S12303,CS179,D
S11721,ENG223,D
S14244,PSY368,C
S11960,PHY153,C
S13166,CHEM102,C
S12657,ENG113,C
S11257,CYB353,A
S10047,ECON112,C
S12008,PHY496,D
S13567,ECE575,B
S14219,STAT255,B
S14093,PHY433,A
S10350,CE477,A
S12576,CHEM344,C
S14964,ENG314,F
S11659,CYB311,B
S12923,PHIL205,F
S13977,ECE199,B
S14544,PHY496,B
S11206,ME203,A
S10353,CS388,B
S10764,POLI411,C
S14757,PHY377,A
S13802,BIO355,A
S13823,CHEM285,A
S13245,CS170,A
S14615,CE359,C
S13391,ECON529,A
S13771,ECON370,F
S11424,POLI358,C
S10557,MATH550,B
S14702,SOC298,A
S13099,PHY496,D
S13268,PHY537,C
S14289,DS132,D
S11307,ECE349,C
S12552,CE472,D
S13026,CS187,B
S12181,ECON293,B
S10190,ECE316,B
S10615,DS446,B
S11099,ENG180,C
S10826,CYB440,C
S13738,STAT409,B
S11777,PSY163,A
S10510,PHY371,A
S14577,DS471,A
S14473,PHY568,D
S12117,DS231,F
S13735,CHEM382,C
S12225,CYB559,F
S12020,ECE198,B
S12607,SOC376,B
S13750,PHY568,C
S11109,SOC298,A
S10818,PHY210,A
S14131,ENG452,A
S13461,CYB482,C
S12438,CE128,B
S14963,BIO552,C
S12487,ENG213,C
S14351,BIO355,C
S10070,CS531,C
S13646,PSY368,A
S12739,STAT461,F
S11975,CS324,A
S13426,BIO476,D
S14308,ECON370,B
S12353,PHY558,A
S12621,ECE349,B
S10806,CE220,C
S13601,MATH202,C
S12324,PHIL519,A
S10978,DS530,B
S12770,SOC298,F
S12212,PSY346,C
S12257,ECE594,C
S12017,STAT200,D
S14069,BIO599,B
S13682,BIO215,C
S10319,ME280,C
S13912,PHY309,B
S10262,ECON370,B
S10114,BIO571,F
S14266,POLI240,C
S13284,SOC229,D
S10941,CYB270,B
S12410,BIO308,F
S11137,SOC159,C
S13979,CYB361,C
S13501,ENG275,C
S12589,POLI562,B
S12463,HIST176,B
S14605,PHY503,B
S13722,PHIL189,C
S14690,MATH410,A
S13794,BIO182,A
S13440,HIST341,C
S10357,CE321,C
S10810,CS260,F
S12128,PHY153,A
S11340,CS324,C
S11911,SOC385,B
S14403,PSY369,A
S11938,BIO415,A
S11662,MATH527,B
S14962,PSY368,B
S11270,PHIL283,C
S12071,ECE316,C
S13451,PHIL195,C
S13528,CS144,A
S12952,SOC305,B
S12201,CYB428,C
S14583,ECON567,B
S14019,PHY433,F
S12501,ME526,C
S11318,BIO310,A
S11899,CHEM420,B
S13266,HIST116,A
S10632,HIST176,D
S13379,SOC541,B
S13197,CHEM425,D
S14796,DS509,B
S12332,STAT409,C
S14641,ME564,D
S10052,SOC124,C
S13520,CYB300,B
S14856,STAT546,B
S12783,ENG582,B
S12036,CHEM119,A
S13887,POLI553,B
S12201,PHY537,B
S14021,CE472,B
S11280,ECON511,D
S12578,ME192,D
S11069,POLI274,C
S14504,CHEM392,B
S13749,MATH451,F
S11617,CE128,B
S11624,ENG180,A
S13250,CHEM291,D
S13275,PSY391,D
S10375,PHY483,B
S14359,POLI447,C
S10538,MATH542,A
S14052,DS147,A
S12071,CYB100,C
S12929,POLI117,F
S13335,CHEM238,A
S13755,ECON315,F
S12107,ECON225,B
S14712,SOC430,B
S13390,POLI273,A
S13531,ECON444,C
S12917,PHY131,D
S11576,CHEM245,B
S14016,ECON444,D
S10651,BIO141,F
S10121,ENG180,B
S14694,HIST549,B
S14500,ECE375,C
S12812,PHIL283,C
S14595,ME352,F
S14618,ECE577,C
S10486,HIST233,C
S12820,CHEM551,B
S14336,CE477,C
S11349,ECON490,A
S10810,ME304,F
S12242,CYB473,A
S12016,BIO421,F
S11096,CYB408,F
S13751,ENG460,B
S12353,CHEM216,A
S11191,BIO403,C
S12826,POLI447,B
S13510,SOC585,F
S14086,POLI454,C
S12313,HIST549,C
S12416,SOC538,D
S13722,CE166,B
S13222,ENG468,B
S13938,HIST176,C
S14177,POLI208,C
S12423,CS152,C
S10083,PHY309,B
S10610,STAT111,A
S14688,CHEM326,C
S12388,PHIL188,C
S11352,SOC396,C
S10540,CYB294,C
S11074,ME162,A
S11037,ECE316,B
S12856,ECON591,C
S10412,PHY595,F
S11474,CHEM245,B
S10585,CYB100,B
S12979,ECON340,C
S14652,STAT145,B
S14331,CHEM480,B
S12166,POLI447,F
S13103,MATH279,F
S11207,CYB494,A
S11675,CS570,B
S10457,STAT466,D
S10219,HIST363,C
S13394,CYB536,C
S10582,CE581,C
S14840,PHY268,C
S12395,CHEM222,B
S13684,SOC376,C
S12207,SOC538,B
S10168,CHEM480,B
S11011,CS179,B
S10600,PHIL426,A
S10584,STAT193,B
S11246,STAT148,F
S14185,STAT140,B
S12151,ENG493,B
S14535,POLI358,C
S13804,CHEM425,F
S10424,ECE349,A
S10231,SOC327,A
S13039,POLI584,C
S10163,PHIL426,B
S11066,ENG297,C
S11519,SOC327,B
S12091,PHIL465,C
S11656,CE166,B
S13711,MATH178,A
S14063,MATH410,B
S12091,STAT478,B
S13942,ECON362,C
S11979,DS325,C
S14236,BIO355,B
S12693,STAT183,C
S11563,MATH417,C
S13560,MATH527,D
S13185,CYB389,D
S14253,STAT253,B
S12193,CHEM155,D
S14802,ENG379,C
S14152,PHY568,B
S14658,MATH178,B
S13274,CHEM513,A
S14953,BIO109,A
S12882,PHY153,B
S14729,CS260,A
S12327,CS328,D
S14451,HIST525,C
S14047,ECE590,A
S12715,BIO476,A
S11677,PSY136,F
S13653,BIO393,F
S11865,PSY136,C
S11746,CYB428,B
S14055,PHY268,D
S10520,BIO415,D
S10776,DS539,B
S12955,CHEM422,A
S10922,BIO510,A
S10167,DS502,A
S14085,ECON370,B
S14612,CHEM282,D
S14274,DS443,F
S13801,CE128,C
S12875,ECE161,C
S12667,CHEM216,B
S13455,ECE198,A
S10022,BIO269,F
S14062,MATH527,D
S14899,ECE206,A
S14557,STAT339,C
S11374,MATH462,D
S14079,CYB246,C
S13152,PHY496,A
S13237,POLI566,B
S13897,BIO262,A
S10628,CYB482,D
S11339,BIO442,B
S11690,ECE375,B
S10215,SOC327,B
S14936,ECE198,C
S12543,ECON540,C
S12056,CHEM434,C
S10942,BIO403,C
S13076,BIO437,B
S14707,CHEM597,F
S13148,STAT190,C
S11658,ECON383,B
S14707,SOC585,F
S11155,ECE492,B
S10609,ECE532,B
S11872,CYB440,C
S14324,BIO269,A
S13642,HIST130,B
S10899,PHY558,B
S12863,STAT145,C
S10971,DS504,A
S11568,STAT145,C
S13559,ECE331,A
S10155,CHEM344,B
S10863,POLI240,B
S13057,HIST312,B
S10632,MATH417,B
S13296,CE472,B
S13083,PHIL507,A
S10755,ENG468,B
S12214,CE220,B
S10012,ENG493,A
S11518,CYB300,C
S12803,CE332,B
S12491,CE336,B
S13234,CHEM285,C
S11577,DS471,A
S13904,DS345,F
S10684,BIO491,A
S10022,CE321,B
S10172,CE505,C
S11244,ENG223,A
S12432,BIO556,D
S11522,STAT160,B
S13975,CHEM425,A
S13425,CHEM528,A
S13073,DS586,D
S11804,ENG535,D
S13791,STAT212,D
S10103,CHEM264,A
S12427,ME184,B
S10000,DS586,B
S14326,PSY135,C
S13423,HIST176,C
S10511,PHY578,C
S13095,SOC157,B
S10460,DS345,A
S10413,CE321,B
S13254,STAT409,A
S13550,PHY533,D
S10472,BIO269,C
S12205,STAT160,A
S14703,POLI427,D
S13844,CHEM326,C
S11660,PHY153,C
S12335,CYB311,B
S14650,CHEM576,C
S10398,ME381,B
S13442,CE523,A
S11218,HIST176,C
S14188,STAT212,A
S14014,PHY377,B
S13842,ECE331,D
